Product,Year,Month,State,District,Latitude,Longitude,Volume
NFS,2021,August,Nagaland,Rest of Locations,26.1584354,94.5624426,0.04
NFS,2021,August,Odisha,Khorda,20.130141,85.4788064999999,1.62
NFS,2021,August,Odisha,Cuttack,20.462521,85.8829895,0.93
NFS,2021,August,Odisha,Baleswar,21.4933578,86.9134794,0.85
NFS,2021,August,Odisha,Ganjam,19.387389,85.0515413,0.82
NFS,2021,August,Odisha,Sundergarh,22.1240025,84.043175,0.64
NFS,2021,August,Odisha,Rest of Locations,44.7809873,-88.576031,7.14
NFS,2021,August,Pondicherry,Pondicherry,11.9415915,79.8083133,0.87
NFS,2021,August,Pondicherry,Karaikal,10.9254398,79.8380056,0.19
NFS,2021,August,Punjab,Ludhiana,30.900965,75.8572758,2.26
NFS,2021,August,Punjab,Amritsar,31.6339793,74.8722642,1.18
NFS,2021,August,Punjab,Jalandhar,31.3260152,75.5761828999999,1.14
NFS,2021,August,Punjab,Patiala,30.3397809,76.3868797,0.95
NFS,2021,August,Punjab,Rupnagar,30.9661003,76.5230961,0.90
NFS,2021,August,Punjab,Rest of Locations,30.7529521,76.4089185,5.15
NFS,2021,August,Rajasthan,Jaipur,26.9124336,75.7872709,2.77
NFS,2021,August,Rajasthan,Alwar,27.5529907,76.6345735,0.95
NFS,2021,August,Rajasthan,Jodhpur,26.2389469,73.0243093999999,0.93
NFS,2021,August,Rajasthan,Ajmer,26.4498954,74.6399163,0.76
NFS,2021,August,Rajasthan,Udaipur,24.585445,73.712479,0.71
NFS,2021,August,Rajasthan,Rest of Locations,28.2114731,76.8553251,8.09
NFS,2021,August,Sikkim,East Sikkim,27.3083637,88.6723578,0.31
NFS,2021,August,Sikkim,South Sikkim,27.28584,88.3945669,0.05
NFS,2021,August,Sikkim,West Sikkim,27.3031986,88.2071598,0.05
NFS,2021,August,Sikkim,North Sikkim,27.8236356,88.5565309999999,0.01
NFS,2021,August,Tamil Nadu,Kanchipuram,12.818456,79.6946586,6.03
NFS,2021,August,Tamil Nadu,Coimbatore,11.0168445,76.9558321,6.03
NFS,2021,August,Tamil Nadu,Chennai,13.0826802,80.2707184,4.47
NFS,2021,August,Tamil Nadu,Tiruvallur,13.1230558,79.9119526,3.99
NFS,2021,August,Tamil Nadu,Vellore,12.9165167,79.1324985999999,2.75
NFS,2021,August,Tamil Nadu,Rest of Locations,10.9995713,77.0439323,32.89
NFS,2021,August,Telangana,HYDERABAD,17.385044,78.486671,5.88
NFS,2021,August,Telangana,K.V.RANGAREDDY,17.3891379,77.8367282,3.27
NFS,2021,August,Telangana,Karim Nagar,18.4385553,79.1288412,1.36
NFS,2021,August,Telangana,Medak,18.0529357,78.261853,1.24
NFS,2021,August,Telangana,Mahabub Nagar,16.7488379,78.0035171999999,0.99
NFS,2021,August,Telangana,Rest of Locations,18.1124372,79.0192996999999,4.06
NFS,2021,August,Tripura,WEST TRIPURA,23.899682,91.4048249,0.50
NFS,2021,August,Tripura,North Tripura,24.0797139,92.2630393,0.15
NFS,2021,August,Tripura,South Tripura,23.2317493,91.5596116999999,0.13
NFS,2021,August,Tripura,Dhalai,23.8466982,91.9099238,0.05
NFS,2021,August,Uttar Pradesh,Lucknow,26.8466937,80.9461659999999,2.85
NFS,2021,August,Uttar Pradesh,Gautam Buddha Nagar,28.358983,77.5507619999999,2.16
NFS,2021,August,Uttar Pradesh,Ghaziabad,28.6691565,77.4537577999999,2.12
NFS,2021,August,Uttar Pradesh,Varanasi,25.3176452,82.9739144,1.49
NFS,2021,August,Uttar Pradesh,Gorakhpur,26.7605545,83.3731675,1.31
NFS,2021,August,Uttar Pradesh,Rest of Locations,26.8467088,80.9461592,24.56
NFS,2021,August,Uttarakhand,Dehradun,30.3164945,78.0321917999999,1.35
NFS,2021,August,Uttarakhand,Haridwar,29.9456906,78.1642478,0.85
NFS,2021,August,Uttarakhand,Udham Singh Nagar,28.9609653,79.5153773,0.85
NFS,2021,August,Uttarakhand,Nainital,29.3919202,79.4542033,0.43
NFS,2021,August,Uttarakhand,Almora,29.5892407,79.646666,0.20
NFS,2021,August,Uttarakhand,Rest of Locations,29.7621229,78.8002616,0.69
NFS,2021,August,West Bengal,Kolkata,22.572646,88.363895,3.52
NFS,2021,August,West Bengal,North 24 Parganas,22.6168099,88.402895,2.74
NFS,2021,August,West Bengal,Bardhaman,23.2324214,87.8614793,1.68
NFS,2021,August,West Bengal,South 24 Parganas,22.1352378,88.4016041,1.40
NFS,2021,August,West Bengal,Howrah,22.5957689,88.2636394,1.38
NFS,2021,August,West Bengal,Rest of Locations,22.6434952,88.4220856,9.19
NFS,2021,August,OTHERS,OTHERS,19.0760909,71.9569444,1.49
